video_name,ID,ori_label,new_label
Cls1_Livestreaming_video5,20,scene,scene
Cls1_Livestreaming_video5,4,title,title
Cls1_Livestreaming_video5,5,title,title
Cls1_Livestreaming_video5,6,scene,scene
Cls1_Livestreaming_video5,7,scene,scene
Cls1_Livestreaming_video5,8,scene,scene
Cls1_Livestreaming_video5,9,scene,scene
Cls1_Livestreaming_video5,10,scene,scene
Cls1_Livestreaming_video5,11,scene,scene
Cls1_Livestreaming_video5,12,scene,scene
Cls1_Livestreaming_video5,13,scene,scene
Cls1_Livestreaming_video5,14,scene,scene
Cls1_Livestreaming_video5,15,scene,scene
Cls1_Livestreaming_video5,16,scene,scene
Cls1_Livestreaming_video5,17,scene,scene
Cls1_Livestreaming_video6,1,scene,scene
Cls1_Livestreaming_video6,2,scene,scene
Cls1_Livestreaming_video6,3,scene,scene
Cls1_Livestreaming_video6,4,scene,scene
Cls1_Livestreaming_video7,1,scene,scene
Cls1_Livestreaming_video7,2,scene,scene
Cls1_Livestreaming_video8,6652,caption,title
Cls1_Livestreaming_video8,6653,caption,title
Cls1_Livestreaming_video8,6654,caption,title
Cls1_Livestreaming_video8,6655,scene,scene
Cls1_Livestreaming_video8,6656,scene,scene
Cls1_Livestreaming_video8,6658,caption,title
Cls1_Livestreaming_video8,6659,caption,title
Cls1_Livestreaming_video8,6660,caption,title
Cls1_Livestreaming_video8,6661,scene,scene
Cls1_Livestreaming_video8,6662,scene,scene
Cls1_Livestreaming_video8,6663,caption,title
Cls1_Livestreaming_video8,6664,caption,title
Cls1_Livestreaming_video8,6665,caption,title
Cls1_Livestreaming_video8,6666,scene,scene
Cls1_Livestreaming_video8,6667,scene,scene
Cls1_Livestreaming_video8,6799,scene,scene
Cls1_Livestreaming_video8,6800,scene,scene
Cls1_Livestreaming_video8,6801,scene,scene
Cls1_Livestreaming_video8,6802,scene,scene
Cls1_Livestreaming_video8,6803,scene,scene
Cls1_Livestreaming_video8,6804,scene,scene
Cls1_Livestreaming_video8,6805,caption,subtitle
Cls1_Livestreaming_video8,6806,scene,scene
Cls1_Livestreaming_video8,6807,caption,subtitle
Cls1_Livestreaming_video8,6808,scene,scene
Cls1_Livestreaming_video8,6809,scene,scene
Cls1_Livestreaming_video8,6810,scene,scene
Cls1_Livestreaming_video8,6811,scene,scene
Cls1_Livestreaming_video8,6812,scene,scene
Cls1_Livestreaming_video8,6813,scene,scene
Cls1_Livestreaming_video8,6814,scene,scene
Cls1_Livestreaming_video8,6815,scene,scene
Cls1_Livestreaming_video8,6816,scene,scene
Cls1_Livestreaming_video8,6817,scene,scene
Cls1_Livestreaming_video8,6668,scene,scene
Cls1_Livestreaming_video8,6669,scene,scene
Cls1_Livestreaming_video8,6670,scene,scene
Cls1_Livestreaming_video8,6671,scene,scene
Cls1_Livestreaming_video8,6672,scene,scene
Cls1_Livestreaming_video8,6673,scene,scene
Cls1_Livestreaming_video8,6674,scene,scene
Cls1_Livestreaming_video8,6675,scene,scene
Cls1_Livestreaming_video8,6676,scene,scene
Cls1_Livestreaming_video8,6818,scene,scene
Cls1_Livestreaming_video8,6819,scene,scene
Cls1_Livestreaming_video8,6820,scene,scene
Cls1_Livestreaming_video8,6821,scene,scene
Cls1_Livestreaming_video8,6822,scene,scene
Cls1_Livestreaming_video8,6823,scene,scene
Cls1_Livestreaming_video8,6824,scene,scene
Cls1_Livestreaming_video8,6825,scene,scene
Cls1_Livestreaming_video8,6826,caption,subtitle
Cls1_Livestreaming_video8,6827,scene,scene
Cls1_Livestreaming_video8,6677,caption,subtitle
Cls1_Livestreaming_video8,6828,scene,scene
Cls1_Livestreaming_video8,6829,scene,scene
Cls1_Livestreaming_video8,6830,scene,scene
Cls1_Livestreaming_video8,6831,scene,scene
Cls1_Livestreaming_video8,6832,scene,scene
Cls1_Livestreaming_video8,6833,scene,scene
Cls1_Livestreaming_video8,6834,scene,scene
Cls1_Livestreaming_video8,6835,scene,scene
Cls1_Livestreaming_video8,6836,scene,scene
Cls1_Livestreaming_video8,6837,scene,scene
Cls1_Livestreaming_video8,6838,scene,scene
Cls1_Livestreaming_video8,11389,scene,scene
Cls1_Livestreaming_video8,6839,scene,scene
Cls1_Livestreaming_video8,6840,scene,scene
Cls1_Livestreaming_video8,6841,scene,scene
Cls1_Livestreaming_video8,6842,caption,subtitle
Cls1_Livestreaming_video8,11390,scene,scene
Cls1_Livestreaming_video8,11391,scene,scene
Cls1_Livestreaming_video8,11392,scene,scene
Cls1_Livestreaming_video8,11393,scene,scene
Cls1_Livestreaming_video8,11394,scene,scene
Cls1_Livestreaming_video8,6843,scene,scene
Cls1_Livestreaming_video8,11395,scene,scene
Cls1_Livestreaming_video8,11396,scene,scene
Cls1_Livestreaming_video8,11397,scene,scene
Cls1_Livestreaming_video8,6844,scene,scene
Cls1_Livestreaming_video8,11398,caption,subtitle
Cls1_Livestreaming_video8,11399,scene,scene
Cls1_Livestreaming_video8,11324,scene,scene
Cls1_Livestreaming_video8,6845,scene,scene
Cls1_Livestreaming_video8,6678,scene,scene
Cls1_Livestreaming_video8,6846,caption,subtitle
Cls1_Livestreaming_video8,11325,scene,scene
Cls1_Livestreaming_video8,11326,scene,scene
Cls1_Livestreaming_video8,6679,scene,scene
Cls1_Livestreaming_video8,6680,scene,scene
Cls1_Livestreaming_video8,6681,scene,scene
Cls1_Livestreaming_video8,6682,scene,scene
Cls1_Livestreaming_video8,6847,scene,scene
Cls1_Livestreaming_video8,6848,scene,scene
Cls1_Livestreaming_video8,6849,scene,scene
Cls1_Livestreaming_video8,6850,scene,scene
Cls1_Livestreaming_video8,6851,scene,scene
Cls1_Livestreaming_video8,6852,scene,scene
Cls1_Livestreaming_video8,6853,scene,scene
Cls1_Livestreaming_video8,6854,scene,scene
Cls1_Livestreaming_video8,6855,scene,scene
Cls1_Livestreaming_video8,6856,scene,scene
Cls1_Livestreaming_video8,6857,scene,scene
Cls1_Livestreaming_video8,6858,scene,scene
Cls1_Livestreaming_video8,6683,scene,scene
Cls1_Livestreaming_video8,6859,scene,scene
Cls1_Livestreaming_video8,6684,scene,scene
Cls1_Livestreaming_video8,6860,scene,scene
Cls1_Livestreaming_video8,6861,caption,subtitle
Cls1_Livestreaming_video8,6685,scene,scene
Cls1_Livestreaming_video8,6686,scene,scene
Cls1_Livestreaming_video8,6687,scene,scene
Cls1_Livestreaming_video8,6688,scene,scene
Cls1_Livestreaming_video8,6689,scene,scene
Cls1_Livestreaming_video8,6690,scene,scene
Cls1_Livestreaming_video8,6691,scene,scene
Cls1_Livestreaming_video8,6692,scene,scene
Cls1_Livestreaming_video8,6693,scene,scene
Cls1_Livestreaming_video8,6694,caption,subtitle
Cls1_Livestreaming_video8,6695,scene,scene
Cls1_Livestreaming_video8,6696,scene,scene
Cls1_Livestreaming_video8,6697,scene,scene
Cls1_Livestreaming_video8,6698,scene,scene
Cls1_Livestreaming_video8,6699,scene,scene
Cls1_Livestreaming_video8,6700,scene,scene
Cls1_Livestreaming_video8,6701,scene,scene
Cls1_Livestreaming_video8,6702,scene,scene
Cls1_Livestreaming_video8,6703,scene,scene
Cls1_Livestreaming_video8,6704,scene,scene
Cls1_Livestreaming_video8,6705,scene,scene
Cls1_Livestreaming_video8,6706,scene,scene
Cls1_Livestreaming_video8,11327,scene,scene
Cls1_Livestreaming_video8,11328,scene,scene
Cls1_Livestreaming_video8,11329,scene,scene
Cls1_Livestreaming_video8,11330,scene,scene
Cls1_Livestreaming_video8,6707,scene,scene
Cls1_Livestreaming_video8,11331,scene,scene
Cls1_Livestreaming_video8,11332,scene,scene
Cls1_Livestreaming_video8,11333,scene,scene
Cls1_Livestreaming_video8,11334,scene,scene
Cls1_Livestreaming_video8,11335,scene,scene
Cls1_Livestreaming_video8,11336,scene,scene
Cls1_Livestreaming_video8,11337,scene,scene
Cls1_Livestreaming_video8,11338,scene,scene
Cls1_Livestreaming_video8,11339,scene,scene
Cls1_Livestreaming_video8,11340,scene,scene
Cls1_Livestreaming_video8,11341,scene,scene
Cls1_Livestreaming_video8,11342,scene,scene
Cls1_Livestreaming_video8,11343,scene,scene
Cls1_Livestreaming_video8,6708,scene,scene
Cls1_Livestreaming_video8,11344,scene,scene
Cls1_Livestreaming_video8,11345,scene,scene
Cls1_Livestreaming_video8,11346,scene,scene
Cls1_Livestreaming_video8,11347,scene,scene
Cls1_Livestreaming_video8,11348,scene,scene
Cls1_Livestreaming_video8,11349,scene,scene
Cls1_Livestreaming_video8,6709,scene,scene
Cls1_Livestreaming_video8,11350,scene,scene
Cls1_Livestreaming_video8,11351,scene,scene
Cls1_Livestreaming_video8,11352,scene,scene
Cls1_Livestreaming_video8,6710,scene,scene
Cls1_Livestreaming_video8,6711,scene,scene
Cls1_Livestreaming_video8,11353,scene,scene
Cls1_Livestreaming_video8,6712,scene,scene
Cls1_Livestreaming_video8,6713,scene,scene
Cls1_Livestreaming_video8,6714,scene,scene
Cls1_Livestreaming_video8,6715,scene,scene
Cls1_Livestreaming_video8,6716,scene,scene
Cls1_Livestreaming_video8,11354,scene,scene
Cls1_Livestreaming_video8,6717,scene,scene
Cls1_Livestreaming_video8,6718,scene,scene
Cls1_Livestreaming_video8,6719,scene,scene
Cls1_Livestreaming_video8,6720,scene,scene
Cls1_Livestreaming_video8,6721,scene,scene
Cls1_Livestreaming_video8,6722,scene,scene
Cls1_Livestreaming_video8,6723,scene,scene
Cls1_Livestreaming_video8,6724,scene,scene
Cls1_Livestreaming_video8,6725,scene,scene
Cls1_Livestreaming_video8,6726,scene,scene
Cls1_Livestreaming_video8,6727,scene,scene
Cls1_Livestreaming_video8,6728,caption,subtitle
Cls1_Livestreaming_video8,6729,scene,scene
Cls1_Livestreaming_video8,6730,scene,scene
Cls1_Livestreaming_video8,6731,scene,scene
Cls1_Livestreaming_video8,6732,scene,scene
Cls1_Livestreaming_video8,6733,scene,scene
Cls1_Livestreaming_video8,6734,scene,scene
Cls1_Livestreaming_video8,11355,scene,scene
Cls1_Livestreaming_video8,11356,scene,scene
Cls1_Livestreaming_video8,6735,scene,scene
Cls1_Livestreaming_video8,6736,scene,scene
Cls1_Livestreaming_video8,6737,scene,scene
Cls1_Livestreaming_video8,6738,scene,scene
Cls1_Livestreaming_video8,6739,scene,scene
Cls1_Livestreaming_video8,6740,scene,scene
Cls1_Livestreaming_video8,6741,scene,scene
Cls1_Livestreaming_video8,6742,scene,scene
Cls1_Livestreaming_video8,6743,scene,scene
Cls1_Livestreaming_video8,6744,scene,scene
Cls1_Livestreaming_video8,6745,scene,scene
Cls1_Livestreaming_video8,6746,scene,scene
Cls1_Livestreaming_video8,6747,scene,scene
Cls1_Livestreaming_video8,6748,scene,scene
Cls1_Livestreaming_video8,6749,scene,scene
Cls1_Livestreaming_video8,11357,scene,scene
Cls1_Livestreaming_video8,6750,caption,subtitle
Cls1_Livestreaming_video8,11358,scene,scene
Cls1_Livestreaming_video8,11359,scene,scene
Cls1_Livestreaming_video8,11360,scene,scene
Cls1_Livestreaming_video8,11361,scene,scene
Cls1_Livestreaming_video8,11362,scene,scene
Cls1_Livestreaming_video8,11363,scene,scene
Cls1_Livestreaming_video8,11364,scene,scene
Cls1_Livestreaming_video8,6657,caption,subtitle
Cls1_Livestreaming_video8,11365,scene,scene
Cls1_Livestreaming_video8,11366,scene,scene
Cls1_Livestreaming_video8,11367,scene,scene
Cls1_Livestreaming_video8,11368,scene,scene
Cls1_Livestreaming_video8,11369,scene,scene
Cls1_Livestreaming_video8,11370,scene,scene
Cls1_Livestreaming_video8,6751,scene,scene
Cls1_Livestreaming_video8,6752,scene,scene
Cls1_Livestreaming_video8,6753,scene,scene
Cls1_Livestreaming_video8,6754,scene,scene
Cls1_Livestreaming_video8,6755,scene,scene
Cls1_Livestreaming_video8,6756,scene,scene
Cls1_Livestreaming_video8,6757,scene,scene
Cls1_Livestreaming_video8,6758,scene,scene
Cls1_Livestreaming_video8,6759,scene,scene
Cls1_Livestreaming_video8,6760,scene,scene
Cls1_Livestreaming_video8,6761,scene,scene
Cls1_Livestreaming_video8,6762,scene,scene
Cls1_Livestreaming_video8,6763,scene,scene
Cls1_Livestreaming_video8,6764,scene,scene
Cls1_Livestreaming_video8,6765,scene,scene
Cls1_Livestreaming_video8,6766,scene,scene
Cls1_Livestreaming_video8,6767,scene,scene
Cls1_Livestreaming_video8,6768,scene,scene
Cls1_Livestreaming_video8,6769,scene,scene
Cls1_Livestreaming_video8,6770,scene,scene
Cls1_Livestreaming_video8,6771,scene,scene
Cls1_Livestreaming_video8,6772,scene,scene
Cls1_Livestreaming_video8,6773,scene,scene
Cls1_Livestreaming_video8,11371,scene,scene
Cls1_Livestreaming_video8,6774,scene,scene
Cls1_Livestreaming_video8,6775,scene,scene
Cls1_Livestreaming_video8,6776,scene,scene
Cls1_Livestreaming_video8,6777,scene,scene
Cls1_Livestreaming_video8,6778,scene,scene
Cls1_Livestreaming_video8,6779,scene,scene
Cls1_Livestreaming_video8,6780,scene,scene
Cls1_Livestreaming_video8,6781,scene,scene
Cls1_Livestreaming_video8,6782,scene,scene
Cls1_Livestreaming_video8,6783,scene,scene
Cls1_Livestreaming_video8,6784,scene,scene
Cls1_Livestreaming_video8,11372,scene,scene
Cls1_Livestreaming_video8,11373,scene,scene
Cls1_Livestreaming_video8,11374,scene,scene
Cls1_Livestreaming_video8,11375,scene,scene
Cls1_Livestreaming_video8,11376,scene,scene
Cls1_Livestreaming_video8,11377,scene,scene
Cls1_Livestreaming_video8,11378,scene,scene
Cls1_Livestreaming_video8,11379,scene,scene
Cls1_Livestreaming_video8,11380,scene,scene
Cls1_Livestreaming_video8,11381,scene,scene
Cls1_Livestreaming_video8,11382,scene,scene
Cls1_Livestreaming_video8,11383,scene,scene
Cls1_Livestreaming_video8,6785,scene,scene
Cls1_Livestreaming_video8,11384,scene,scene
Cls1_Livestreaming_video8,11385,scene,scene
Cls1_Livestreaming_video8,11386,scene,scene
Cls1_Livestreaming_video8,6786,scene,scene
Cls1_Livestreaming_video8,6787,scene,scene
Cls1_Livestreaming_video8,6788,scene,scene
Cls1_Livestreaming_video8,6789,scene,scene
Cls1_Livestreaming_video8,6790,scene,scene
Cls1_Livestreaming_video8,11387,scene,scene
Cls1_Livestreaming_video8,11388,scene,scene
Cls1_Livestreaming_video8,6791,scene,scene
Cls1_Livestreaming_video8,6792,scene,scene
Cls1_Livestreaming_video8,6793,scene,scene
Cls1_Livestreaming_video8,6794,scene,scene
Cls1_Livestreaming_video8,6795,scene,scene
Cls1_Livestreaming_video8,6796,scene,scene
Cls1_Livestreaming_video8,6797,scene,scene
Cls1_Livestreaming_video8,6798,scene,scene
Cls1_Livestreaming_video9,1,title,title
Cls1_Livestreaming_video9,15,caption,subtitle
Cls1_Livestreaming_video9,16,caption,subtitle
Cls1_Livestreaming_video9,17,caption,subtitle
Cls1_Livestreaming_video9,18,caption,subtitle
Cls1_Livestreaming_video9,4,caption,subtitle
Cls1_Livestreaming_video9,19,caption,subtitle
Cls1_Livestreaming_video9,20,caption,subtitle
Cls1_Livestreaming_video9,21,caption,subtitle
Cls1_Livestreaming_video9,22,caption,subtitle
Cls1_Livestreaming_video9,23,caption,subtitle
Cls1_Livestreaming_video9,5,caption,subtitle
Cls1_Livestreaming_video9,6,caption,subtitle
Cls1_Livestreaming_video9,7,caption,subtitle
Cls1_Livestreaming_video9,8,caption,subtitle
Cls1_Livestreaming_video9,9,caption,subtitle
Cls1_Livestreaming_video9,2,caption,subtitle
Cls1_Livestreaming_video9,10,caption,subtitle
Cls1_Livestreaming_video9,3,caption,subtitle
Cls1_Livestreaming_video9,11,caption,subtitle
Cls1_Livestreaming_video9,12,caption,subtitle
Cls1_Livestreaming_video9,13,caption,subtitle
Cls1_Livestreaming_video9,14,caption,subtitle
Cls1_Livestreaming_video10,1,title,title
Cls1_Livestreaming_video10,2,title,title
Cls1_Livestreaming_video11,1,scene,scene
Cls1_Livestreaming_video11,6,caption,subtitle
Cls1_Livestreaming_video11,7,caption,subtitle
Cls1_Livestreaming_video11,8,caption,subtitle
Cls1_Livestreaming_video11,3,caption,subtitle
Cls1_Livestreaming_video11,9,caption,subtitle
Cls1_Livestreaming_video11,10,caption,subtitle
Cls1_Livestreaming_video11,11,caption,subtitle
Cls1_Livestreaming_video11,12,caption,subtitle
Cls1_Livestreaming_video11,13,caption,subtitle
Cls1_Livestreaming_video11,14,caption,subtitle
Cls1_Livestreaming_video11,15,caption,subtitle
Cls1_Livestreaming_video11,16,caption,subtitle
Cls1_Livestreaming_video11,2,caption,subtitle
Cls1_Livestreaming_video11,4,caption,subtitle
Cls1_Livestreaming_video11,5,caption,subtitle
Cls1_Livestreaming_video12,1,scene,scene
Cls1_Livestreaming_video13,1,scene,scene
Cls1_Livestreaming_video13,2,scene,scene
Cls1_Livestreaming_video13,3,scene,scene
Cls1_Livestreaming_video13,4,scene,scene
Cls1_Livestreaming_video13,5,scene,scene
Cls1_Livestreaming_video13,8,caption,subtitle
Cls1_Livestreaming_video13,9,caption,subtitle
Cls1_Livestreaming_video13,6,caption,subtitle
Cls1_Livestreaming_video13,10,caption,subtitle
Cls1_Livestreaming_video13,11,caption,subtitle
Cls1_Livestreaming_video13,12,caption,subtitle
Cls1_Livestreaming_video13,13,caption,subtitle
Cls1_Livestreaming_video13,14,caption,subtitle
Cls1_Livestreaming_video13,15,caption,subtitle
Cls1_Livestreaming_video13,7,caption,subtitle
Cls1_Livestreaming_video13,16,caption,subtitle
Cls1_Livestreaming_video13,17,caption,subtitle
Cls1_Livestreaming_video13,18,caption,subtitle
Cls1_Livestreaming_video13,23,caption,subtitle
Cls1_Livestreaming_video13,20,caption,subtitle
Cls1_Livestreaming_video13,21,caption,subtitle
Cls1_Livestreaming_video13,22,caption,subtitle
Cls1_Livestreaming_video14,1,caption,subtitle
Cls1_Livestreaming_video14,3,caption,subtitle
Cls1_Livestreaming_video14,4,caption,subtitle
Cls1_Livestreaming_video14,2,caption,subtitle
Cls1_Livestreaming_video15,2,scene,other
Cls1_Livestreaming_video15,4,scene,other
Cls1_Livestreaming_video15,5,scene,other
Cls1_Livestreaming_video15,6,scene,other
Cls1_Livestreaming_video15,7,scene,other
Cls1_Livestreaming_video15,16,scene,other
Cls1_Livestreaming_video15,58,scene,other
Cls1_Livestreaming_video15,59,scene,other
Cls1_Livestreaming_video15,60,scene,other
Cls1_Livestreaming_video15,61,scene,other
Cls1_Livestreaming_video15,62,scene,other
Cls1_Livestreaming_video15,63,scene,other
Cls1_Livestreaming_video15,64,scene,other
Cls1_Livestreaming_video15,85,scene,other
Cls1_Livestreaming_video15,65,scene,other
Cls1_Livestreaming_video15,66,scene,other
Cls1_Livestreaming_video15,67,scene,other
Cls1_Livestreaming_video15,68,scene,other
Cls1_Livestreaming_video15,8,scene,other
Cls1_Livestreaming_video15,9,scene,other
Cls1_Livestreaming_video15,10,scene,other
Cls1_Livestreaming_video15,11,scene,other
Cls1_Livestreaming_video15,12,scene,other
Cls1_Livestreaming_video15,13,scene,other
Cls1_Livestreaming_video15,14,scene,other
Cls1_Livestreaming_video15,15,scene,other
Cls1_Livestreaming_video15,145,scene,other
Cls1_Livestreaming_video15,69,scene,other
Cls1_Livestreaming_video15,70,scene,other
Cls1_Livestreaming_video15,71,scene,other
Cls1_Livestreaming_video15,72,scene,other
Cls1_Livestreaming_video15,73,scene,other
Cls1_Livestreaming_video15,74,scene,other
Cls1_Livestreaming_video15,75,scene,other
Cls1_Livestreaming_video15,76,scene,other
Cls1_Livestreaming_video15,86,scene,other
Cls1_Livestreaming_video15,87,scene,other
Cls1_Livestreaming_video15,77,scene,other
Cls1_Livestreaming_video15,78,scene,other
Cls1_Livestreaming_video15,79,scene,other
Cls1_Livestreaming_video15,84,scene,other
Cls1_Livestreaming_video15,88,scene,other
Cls1_Livestreaming_video15,81,scene,other
Cls1_Livestreaming_video15,82,scene,other
Cls1_Livestreaming_video15,83,scene,other
Cls1_Livestreaming_video15,89,scene,other
Cls1_Livestreaming_video15,90,scene,other
Cls1_Livestreaming_video15,91,scene,other
Cls1_Livestreaming_video15,92,scene,other
Cls1_Livestreaming_video15,93,scene,other
Cls1_Livestreaming_video15,17,scene,other
Cls1_Livestreaming_video15,94,scene,other
Cls1_Livestreaming_video15,95,scene,other
Cls1_Livestreaming_video15,96,scene,other
Cls1_Livestreaming_video15,97,scene,other
Cls1_Livestreaming_video15,98,scene,other
Cls1_Livestreaming_video15,99,scene,other
Cls1_Livestreaming_video15,100,scene,other
Cls1_Livestreaming_video15,101,scene,other
Cls1_Livestreaming_video15,102,scene,other
Cls1_Livestreaming_video15,103,scene,other
Cls1_Livestreaming_video15,104,scene,other
Cls1_Livestreaming_video15,105,scene,other
Cls1_Livestreaming_video15,106,scene,other
Cls1_Livestreaming_video15,107,scene,other
Cls1_Livestreaming_video15,108,scene,other
Cls1_Livestreaming_video15,109,scene,other
Cls1_Livestreaming_video15,110,scene,other
Cls1_Livestreaming_video15,111,scene,other
Cls1_Livestreaming_video15,112,scene,other
Cls1_Livestreaming_video15,113,scene,other
Cls1_Livestreaming_video15,114,scene,other
Cls1_Livestreaming_video15,115,scene,other
Cls1_Livestreaming_video15,18,scene,other
Cls1_Livestreaming_video15,116,scene,other
Cls1_Livestreaming_video15,117,scene,other
Cls1_Livestreaming_video15,118,scene,other
Cls1_Livestreaming_video15,119,scene,other
Cls1_Livestreaming_video15,120,scene,other
Cls1_Livestreaming_video15,121,scene,other
Cls1_Livestreaming_video15,122,scene,other
Cls1_Livestreaming_video15,123,scene,other
Cls1_Livestreaming_video15,124,scene,other
Cls1_Livestreaming_video15,125,scene,other
Cls1_Livestreaming_video15,126,scene,other
Cls1_Livestreaming_video15,127,scene,other
Cls1_Livestreaming_video15,128,scene,other
Cls1_Livestreaming_video15,129,scene,other
Cls1_Livestreaming_video15,130,scene,other
Cls1_Livestreaming_video15,131,scene,other
Cls1_Livestreaming_video15,132,scene,other
Cls1_Livestreaming_video15,133,scene,other
Cls1_Livestreaming_video15,134,scene,other
Cls1_Livestreaming_video15,135,scene,other
Cls1_Livestreaming_video15,136,scene,other
Cls1_Livestreaming_video15,137,scene,other
Cls1_Livestreaming_video15,138,scene,other
Cls1_Livestreaming_video15,139,scene,other
Cls1_Livestreaming_video15,140,scene,other
Cls1_Livestreaming_video15,141,scene,other
Cls1_Livestreaming_video15,142,scene,other
Cls1_Livestreaming_video15,143,scene,other
Cls1_Livestreaming_video15,144,scene,other
Cls1_Livestreaming_video15,19,scene,other
Cls1_Livestreaming_video15,20,scene,other
Cls1_Livestreaming_video15,21,scene,other
Cls1_Livestreaming_video15,22,scene,other
Cls1_Livestreaming_video15,23,scene,other
Cls1_Livestreaming_video15,24,scene,other
Cls1_Livestreaming_video15,25,scene,other
Cls1_Livestreaming_video15,26,scene,other
Cls1_Livestreaming_video15,27,scene,other
Cls1_Livestreaming_video15,28,scene,other
Cls1_Livestreaming_video15,29,scene,other
Cls1_Livestreaming_video15,30,scene,other
Cls1_Livestreaming_video15,31,scene,other
Cls1_Livestreaming_video15,32,scene,other
Cls1_Livestreaming_video15,33,scene,other
Cls1_Livestreaming_video15,34,scene,other
Cls1_Livestreaming_video15,35,scene,other
Cls1_Livestreaming_video15,36,scene,other
Cls1_Livestreaming_video15,37,scene,other
Cls1_Livestreaming_video15,38,scene,other
Cls1_Livestreaming_video15,39,scene,other
Cls1_Livestreaming_video15,40,scene,other
Cls1_Livestreaming_video15,41,scene,other
Cls1_Livestreaming_video15,42,scene,other
Cls1_Livestreaming_video15,43,scene,other
Cls1_Livestreaming_video15,44,scene,other
Cls1_Livestreaming_video15,45,scene,other
Cls1_Livestreaming_video15,46,scene,other
Cls1_Livestreaming_video15,47,scene,other
Cls1_Livestreaming_video15,48,scene,other
Cls1_Livestreaming_video15,49,scene,other
Cls1_Livestreaming_video15,50,scene,other
Cls1_Livestreaming_video15,51,scene,other
Cls1_Livestreaming_video15,52,scene,other
Cls1_Livestreaming_video15,53,scene,other
Cls1_Livestreaming_video15,54,scene,other
Cls1_Livestreaming_video15,55,scene,other
Cls1_Livestreaming_video15,56,scene,other
Cls1_Livestreaming_video15,57,scene,other
Cls1_Livestreaming_video16,1,caption,title
Cls1_Livestreaming_video16,2,caption,title
Cls1_Livestreaming_video16,4,caption,title
Cls1_Livestreaming_video16,5,caption,title
Cls1_Livestreaming_video16,6,caption,title
Cls1_Livestreaming_video17,7,caption,subtitle
Cls1_Livestreaming_video17,8,other_overlay_text,other
Cls1_Livestreaming_video17,9,scene,other
Cls1_Livestreaming_video17,10,scene,other
Cls1_Livestreaming_video17,1,other_overlay_text,title
Cls1_Livestreaming_video17,11,other_overlay_text,other
Cls1_Livestreaming_video17,12,caption,subtitle
Cls1_Livestreaming_video17,2,other_overlay_text,other
Cls1_Livestreaming_video17,13,caption,subtitle
Cls1_Livestreaming_video17,14,scene,other
Cls1_Livestreaming_video17,15,scene,other
Cls1_Livestreaming_video17,16,scene,other
Cls1_Livestreaming_video17,17,caption,other
Cls1_Livestreaming_video17,18,scene,other
Cls1_Livestreaming_video17,3,scene,other
Cls1_Livestreaming_video17,4,scene,other
